ID,佣兵池ID,佣兵ID,抽取几率(100倍),佣兵上阵次数
1123,8,19100128,65,1
1124,8,19100156,65,1
1125,8,19100166,65,1
1126,8,19100195,65,1
1127,8,19100151,65,1
1128,8,19100092,120,1
1129,8,19100061,0,1
1130,8,19100165,120,1
1131,8,19100206,120,1
1132,8,19100175,120,1
1133,8,19100245,120,1
1134,8,19100180,120,1
1135,8,19100250,120,1
1136,8,19100216,120,1
1137,8,19100238,120,1
1138,8,17100038,96,1
1139,8,18100066,96,1
1140,8,19100058,96,1
1141,8,19100162,96,1
1142,8,19100082,0,1
1143,8,19100130,48,1
1144,8,19100152,48,1
1145,8,19100193,48,1
1146,8,19100212,48,1
1147,8,19100219,48,1
1148,8,19100209,48,1
1149,8,19100248,48,1
1150,8,19100081,0,1
1151,8,19100086,48,1
1152,8,19100244,48,1
1153,8,19100200,48,1
1154,8,19100056,48,1
1155,8,19100182,48,1
1156,8,19100191,48,1
1157,8,19100221,48,1
1158,8,11100006,12,1
1159,8,18100044,12,1
1160,8,19100069,0,1
1161,8,19100208,12,1
1162,8,19100066,0,1
1163,8,19100015,12,1
1164,8,19100096,12,1
1165,8,19100135,12,1
1166,8,19100158,12,1
1167,8,19100116,12,1
1168,8,19100190,12,1
1169,8,19100194,12,1
1170,8,19100220,12,1
1171,8,19100126,12,1
1172,8,19100127,12,1
1173,8,19100163,12,1
1174,8,19100173,12,1
1175,8,19100177,12,1
1176,8,19100235,12,1
1177,8,17100003,60,1
1178,8,17100011,60,1
1179,8,17100021,60,1
1180,8,19100035,60,1
1181,8,18100049,0,1
1182,8,18100003,144,1
1183,8,18100020,144,1
1184,8,18100004,144,1
1185,8,18100067,144,1
1186,8,19100161,32,1
1187,8,19100025,32,1
1188,8,19100002,32,1
1189,8,19100020,32,1
1190,8,19100039,32,1
1191,8,19100055,32,1
1192,8,19100057,32,1
1193,8,19100075,0,1
1194,8,19100029,32,1
1195,8,19100030,32,1
1196,8,19100118,32,1
1197,8,19100139,32,1
1198,8,19100138,32,1
1199,8,19100150,32,1
1200,8,19100153,32,1
1201,8,19100168,40,1
1202,8,19100073,0,1
1203,8,19100121,40,1
1204,8,19100201,40,1
1205,8,19100204,40,1
1206,8,19100031,40,1
1207,8,19100043,40,1
1208,8,19100048,40,1
1209,8,19100052,40,1
1210,8,19100053,40,1
1211,8,19100094,40,1
1212,8,19100102,40,1
1213,8,19100115,40,1
1214,8,19100137,40,1
1215,8,19100149,40,1
1216,8,19100196,40,1
1217,8,19100217,40,1
1218,8,19100203,40,1
1219,8,18100009,16,1
1220,8,18100022,16,1
1221,8,18100041,16,1
1222,8,18100060,16,1
1223,8,19100040,16,1
1224,8,19100120,16,1
1225,8,18100005,10,1
1226,8,18100007,10,1
1227,8,18100026,10,1
1228,8,18100033,10,1
1229,8,18100040,10,1
1230,8,19100001,10,1
1231,8,19100017,10,1
1232,8,19100045,10,1
1233,8,19100114,10,1
1234,8,19100178,10,1
1235,8,18100001,20,1
1236,8,18100030,20,1
1237,8,19100024,20,1
1238,8,19100046,20,1
1239,8,19100076,20,1
1240,8,19100009,20,1
1241,8,19100028,20,1
1242,8,19100034,20,1
1243,8,19100093,20,1
1244,8,19100119,20,1
1245,8,19100121,903,1
1246,8,18100043,903,1
1247,8,19100004,903,1
1248,8,18100066,903,1
1249,8,18100065,903,1
1250,8,17100003,903,1
1251,8,18100067,903,1
1252,8,19100039,903,1
1253,8,19100149,903,1
1254,9,11100017,26,1
1255,9,13100007,26,1
1256,9,14100005,26,1
1257,9,16100009,26,1
1258,9,16100014,0,1
1259,9,13100004,26,1
1260,9,15100007,26,1
1261,9,15100008,26,1
1262,9,16100008,26,1
1263,9,17100029,15,1
1264,9,18100063,15,1
1265,9,18100069,15,1
1266,9,18100045,15,1
1267,9,19100063,0,1
1268,9,19100099,15,1
1269,9,19100125,15,1
1270,9,19100087,15,1
1271,9,19100109,15,1
1272,9,19100110,15,1
1273,9,19100141,15,1
1274,9,19100147,15,1
1275,9,19100187,15,1
1276,9,19100218,15,1
1277,9,19100211,15,1
1278,9,19100215,15,1
1279,9,19100132,15,1
1280,9,19100159,15,1
1281,9,19100171,15,1
1282,9,19100190,15,1
1283,9,19100194,15,1
1284,9,19100220,15,1
1285,9,17100010,15,1
1286,9,17100015,15,1
1287,9,17100025,15,1
1288,9,17100012,15,1
1289,9,17100031,15,1
1290,9,17100009,15,1
1291,9,17100033,15,1
1292,9,17100023,15,1
1293,9,17100037,15,1
1294,9,18100036,80,1
1295,9,18100038,80,1
1296,9,18100032,80,1
1297,9,18100039,80,1
1298,9,18100042,80,1
1299,9,18100043,80,1
1300,9,18100021,80,1
1301,9,18100046,0,1
1302,9,18100006,80,1
1303,9,19100025,48,1
1304,9,19100005,48,1
1305,9,19100004,48,1
1306,9,19100018,48,1
1307,9,19100033,48,1
1308,9,19100010,48,1
1309,9,19100091,48,1
1310,9,19100154,48,1
1311,9,19100012,48,1
1312,9,19100008,48,1
1313,9,19100121,55,1
1314,9,19100201,55,1
1315,9,19100204,55,1
1316,9,19100095,55,1
1317,9,19100179,55,1
1318,9,19100122,55,1
1319,9,19100169,55,1
1320,9,19100249,55,1
1321,9,19100101,55,1
1322,9,19100038,55,1
1323,9,19100088,55,1
1324,9,19100155,55,1
1325,9,19100170,55,1
1326,9,11100022,80,1
1327,9,15100005,80,1
1328,9,16100003,80,1
1329,9,17100005,15,1
1330,9,17100017,15,1
1331,9,11100032,15,1
1332,9,17100022,15,1
1333,9,17100034,15,1
1334,9,10100005,15,1
1335,9,18100023,15,1
1336,9,18100073,15,1
1337,9,18100061,15,1
1338,9,19100013,15,1
1339,9,19100007,15,1
1340,9,19100050,15,1
1341,9,19100065,0,1
1342,9,19100131,15,1
1343,9,19100133,15,1
1344,9,19100172,15,1
1345,9,19100176,15,1
1346,9,19100181,15,1
1347,9,19100186,15,1
1348,9,19100188,15,1
1349,9,19100199,15,1
1350,9,19100212,15,1
1351,9,19100207,15,1
1352,9,19100205,15,1
1353,9,19100210,15,1
1354,9,19100206,15,1
1355,9,19100242,15,1
1356,9,19100078,0,1
1357,9,19100108,15,1
1358,9,19100148,15,1
1359,9,19100136,15,1
1360,9,19100214,15,1
1361,9,19100213,15,1
1362,9,17100004,72,1
1363,9,18100010,72,1
1364,9,18100017,72,1
1365,9,18100024,72,1
1366,9,18100027,72,1
1367,9,18100028,72,1
1368,9,18100054,0,1
1369,9,18100011,72,1
1370,9,18100065,72,1
1371,9,18100047,0,1
1372,9,19100036,30,1
1373,9,19100042,30,1
1374,9,19100051,30,1
1375,9,19100019,0,1
1376,9,19100067,30,1
1377,9,19100085,30,1
1378,9,19100089,30,1
1379,9,19100105,30,1
1380,9,19100104,30,1
1381,9,19100106,30,1
1382,9,19100117,30,1
1383,9,19100140,30,1
1384,9,19100144,30,1
1385,9,19100145,30,1
1386,9,19100160,30,1
1387,9,19100197,30,1
1388,9,19100027,65,1
1389,9,19100090,65,1
1390,9,19100098,65,1
1391,9,19100022,65,1
1392,9,19100026,65,1
1393,9,19100077,65,1
1394,9,19100128,65,1
1395,9,19100156,65,1
1396,9,19100166,65,1
1397,9,19100195,65,1
1398,9,19100151,65,1
1399,9,19100092,120,1
1400,9,19100061,0,1
1401,9,19100165,120,1
1402,9,19100206,120,1
1403,9,19100175,120,1
1404,9,19100245,120,1
1405,9,19100180,120,1
1406,9,19100250,120,1
1407,9,19100216,120,1
1408,9,19100238,120,1
1409,9,17100038,96,1
1410,9,18100066,96,1
1411,9,19100058,96,1
1412,9,19100162,96,1
1413,9,19100082,0,1
1414,9,19100130,48,1
1415,9,19100152,48,1
1416,9,19100193,48,1
1417,9,19100212,48,1
1418,9,19100219,48,1
1419,9,19100209,48,1
1420,9,19100248,48,1
1421,9,19100081,0,1
1422,9,19100086,48,1
1423,9,19100244,48,1
1424,9,19100200,48,1
1425,9,19100056,48,1
1426,9,19100182,48,1
1427,9,19100191,48,1
1428,9,19100221,48,1
1429,9,11100006,12,1
1430,9,18100044,12,1
1431,9,19100069,0,1
1432,9,19100208,12,1
1433,9,19100066,0,1
1434,9,19100015,12,1
1435,9,19100096,12,1
1436,9,19100135,12,1
1437,9,19100158,12,1
1438,9,19100116,12,1
1439,9,19100190,12,1
1440,9,19100194,12,1
1441,9,19100220,12,1
1442,9,19100126,12,1
1443,9,19100127,12,1
1444,9,19100163,12,1
1445,9,19100173,12,1
1446,9,19100177,12,1
1447,9,19100235,12,1
1448,9,17100003,60,1
1449,9,17100011,60,1
1450,9,17100021,60,1
1451,9,19100035,60,1
1452,9,18100049,0,1
1453,9,18100003,144,1
1454,9,18100020,144,1
1455,9,18100004,144,1
1456,9,18100067,144,1
1457,9,19100161,32,1
1458,9,19100025,32,1
1459,9,19100002,32,1
1460,9,19100020,32,1
1461,9,19100039,32,1
1462,9,19100055,32,1
1463,9,19100057,32,1
1464,9,19100075,0,1
1465,9,19100029,32,1
1466,9,19100030,32,1
1467,9,19100118,32,1
1468,9,19100139,32,1
1469,9,19100138,32,1
1470,9,19100150,32,1
1471,9,19100153,32,1
1472,9,19100168,40,1
1473,9,19100073,0,1
1474,9,19100121,40,1
1475,9,19100201,40,1
1476,9,19100204,40,1
1477,9,19100031,40,1
1478,9,19100043,40,1
1479,9,19100048,40,1
1480,9,19100052,40,1
1481,9,19100053,40,1
1482,9,19100094,40,1
1483,9,19100102,40,1
1484,9,19100115,40,1
1485,9,19100137,40,1
1486,9,19100149,40,1
1487,9,19100196,40,1
1488,9,19100217,40,1
1489,9,19100203,40,1
1490,9,18100009,16,1
1491,9,18100022,16,1
1492,9,18100041,16,1
1493,9,18100060,16,1
1494,9,19100040,16,1
1495,9,19100120,16,1
1496,9,18100005,10,1
1497,9,18100007,10,1
1498,9,18100026,10,1
1499,9,18100033,10,1
1500,9,18100040,10,1
1501,9,19100001,10,1
1502,9,19100017,10,1
1503,9,19100045,10,1
1504,9,19100114,10,1
1505,9,19100178,10,1
1506,9,18100001,20,1
1507,9,18100030,20,1
1508,9,19100024,20,1
1509,9,19100046,20,1
1510,9,19100076,20,1
1511,9,19100009,20,1
1512,9,19100028,20,1
1513,9,19100034,20,1
1514,9,19100093,20,1
1515,9,19100119,20,1
1516,9,18100009,903,1
1517,9,18100022,903,1
1518,9,18100041,903,1
1519,9,18100001,903,1
1520,9,18100030,903,1
1521,9,19100076,903,1
1522,9,19100018,903,1
1523,9,19100004,903,1
1524,9,18100038,903,1
1525,10,11100017,26,1
1526,10,13100007,26,1
1527,10,14100005,26,1
1528,10,16100009,26,1
1529,10,16100014,0,1
1530,10,13100004,26,1
1531,10,15100007,26,1
1532,10,15100008,26,1
1533,10,16100008,26,1
1534,10,17100029,15,1
1535,10,18100063,15,1
1536,10,18100069,15,1
1537,10,18100045,15,1
1538,10,19100063,0,1
1539,10,19100099,15,1
1540,10,19100125,15,1
1541,10,19100087,15,1
1542,10,19100109,15,1
1543,10,19100110,15,1
1544,10,19100141,15,1
1545,10,19100147,15,1
1546,10,19100187,15,1
1547,10,19100218,15,1
1548,10,19100211,15,1
1549,10,19100215,15,1
1550,10,19100132,15,1
1551,10,19100159,15,1
1552,10,19100171,15,1
1553,10,19100190,15,1
1554,10,19100194,15,1
1555,10,19100220,15,1
1556,10,17100010,15,1
1557,10,17100015,15,1
1558,10,17100025,15,1
1559,10,17100012,15,1
1560,10,17100031,15,1
1561,10,17100009,15,1
1562,10,17100033,15,1
1563,10,17100023,15,1
1564,10,17100037,15,1
1565,10,18100036,80,1
1566,10,18100038,80,1
1567,10,18100032,80,1
1568,10,18100039,80,1
1569,10,18100042,80,1
1570,10,18100043,80,1
1571,10,18100021,80,1
1572,10,18100046,0,1
1573,10,18100006,80,1
1574,10,19100025,48,1
1575,10,19100005,48,1
1576,10,19100004,48,1
1577,10,19100018,48,1
1578,10,19100033,48,1
1579,10,19100010,48,1
1580,10,19100091,48,1
1581,10,19100154,48,1
1582,10,19100012,48,1
1583,10,19100008,48,1
1584,10,19100121,55,1
1585,10,19100201,55,1
1586,10,19100204,55,1
1587,10,19100095,55,1
1588,10,19100179,55,1
1589,10,19100122,55,1
1590,10,19100169,55,1
1591,10,19100249,55,1
1592,10,19100101,55,1
1593,10,19100038,55,1
1594,10,19100088,55,1
1595,10,19100155,55,1
1596,10,19100170,55,1
1597,10,11100022,80,1
1598,10,15100005,80,1
1599,10,16100003,80,1
1600,10,17100005,15,1
1601,10,17100017,15,1
1602,10,11100032,15,1
1603,10,17100022,15,1
1604,10,17100034,15,1
1605,10,10100005,15,1
1606,10,18100023,15,1
1607,10,18100073,15,1
1608,10,18100061,15,1
1609,10,19100013,15,1
1610,10,19100007,15,1
1611,10,19100050,15,1
1612,10,19100065,0,1
1613,10,19100131,15,1
1614,10,19100133,15,1
1615,10,19100172,15,1
1616,10,19100176,15,1
1617,10,19100181,15,1
1618,10,19100186,15,1
1619,10,19100188,15,1
1620,10,19100199,15,1
1621,10,19100212,15,1
1622,10,19100207,15,1
1623,10,19100205,15,1
1624,10,19100210,15,1
1625,10,19100206,15,1
1626,10,19100242,15,1
1627,10,19100078,0,1
1628,10,19100108,15,1
1629,10,19100148,15,1
1630,10,19100136,15,1
1631,10,19100214,15,1
1632,10,19100213,15,1
1633,10,17100004,72,1
1634,10,18100010,72,1
1635,10,18100017,72,1
1636,10,18100024,72,1
1637,10,18100027,72,1
1638,10,18100028,72,1
1639,10,18100054,0,1
1640,10,18100011,72,1
1641,10,18100065,72,1
1642,10,18100047,0,1
1643,10,19100036,30,1
1644,10,19100042,30,1
1645,10,19100051,30,1
1646,10,19100019,0,1
1647,10,19100067,30,1
1648,10,19100085,30,1
1649,10,19100089,30,1
1650,10,19100105,30,1
1651,10,19100104,30,1
1652,10,19100106,30,1
1653,10,19100117,30,1
1654,10,19100140,30,1
1655,10,19100144,30,1
1656,10,19100145,30,1
1657,10,19100160,30,1
1658,10,19100197,30,1
1659,10,19100027,65,1
1660,10,19100090,65,1
1661,10,19100098,65,1
1662,10,19100022,65,1
1663,10,19100026,65,1
1664,10,19100077,65,1
1665,10,19100128,65,1
1666,10,19100156,65,1
1667,10,19100166,65,1
1668,10,19100195,65,1
1669,10,19100151,65,1
1670,10,19100092,120,1
1671,10,19100061,0,1
1672,10,19100165,120,1
1673,10,19100206,120,1
1674,10,19100175,120,1
1675,10,19100245,120,1
1676,10,19100180,120,1
1677,10,19100250,120,1
1678,10,19100216,120,1
1679,10,19100238,120,1
1680,10,17100038,96,1
1681,10,18100066,96,1
1682,10,19100058,96,1
1683,10,19100162,96,1
1684,10,19100082,0,1
1685,10,19100130,48,1
1686,10,19100152,48,1
1687,10,19100193,48,1
1688,10,19100212,48,1
1689,10,19100219,48,1
1690,10,19100209,48,1
1691,10,19100248,48,1
1692,10,19100081,0,1
1693,10,19100086,48,1
1694,10,19100244,48,1
1695,10,19100200,48,1
1696,10,19100056,48,1
1697,10,19100182,48,1
1698,10,19100191,48,1
1699,10,19100221,48,1
1700,10,11100006,12,1
1701,10,18100044,12,1
1702,10,19100069,0,1
1703,10,19100208,12,1
1704,10,19100066,0,1
1705,10,19100015,12,1
1706,10,19100096,12,1
1707,10,19100135,12,1
1708,10,19100158,12,1
1709,10,19100116,12,1
1710,10,19100190,12,1
1711,10,19100194,12,1
1712,10,19100220,12,1
1713,10,19100126,12,1
1714,10,19100127,12,1
1715,10,19100163,12,1
1716,10,19100173,12,1
1717,10,19100177,12,1
1718,10,19100235,12,1
1719,10,17100003,60,1
1720,10,17100011,60,1
1721,10,17100021,60,1
1722,10,19100035,60,1
1723,10,18100049,0,1
1724,10,18100003,144,1
1725,10,18100020,144,1
1726,10,18100004,144,1
1727,10,18100067,144,1
1728,10,19100161,32,1
1729,10,19100025,32,1
1730,10,19100002,32,1
1731,10,19100020,32,1
1732,10,19100039,32,1
1733,10,19100055,32,1
1734,10,19100057,32,1
1735,10,19100075,0,1
1736,10,19100029,32,1
1737,10,19100030,32,1
1738,10,19100118,32,1
1739,10,19100139,32,1
1740,10,19100138,32,1
1741,10,19100150,32,1
1742,10,19100153,32,1
1743,10,19100168,40,1
1744,10,19100073,0,1
1745,10,19100121,40,1
1746,10,19100201,40,1
1747,10,19100204,40,1
1748,10,19100031,40,1
1749,10,19100043,40,1
1750,10,19100048,40,1
1751,10,19100052,40,1
1752,10,19100053,40,1
1753,10,19100094,40,1
1754,10,19100102,40,1
1755,10,19100115,40,1
1756,10,19100137,40,1
1757,10,19100149,40,1
1758,10,19100196,40,1
1759,10,19100217,40,1
1760,10,19100203,40,1
1761,10,18100009,16,1
1762,10,18100022,16,1
1763,10,18100041,16,1
1764,10,18100060,16,1
1765,10,19100040,16,1
1766,10,19100120,16,1
1767,10,18100005,10,1
1768,10,18100007,10,1
1769,10,18100026,10,1
1770,10,18100033,10,1
1771,10,18100040,10,1
1772,10,19100001,10,1
1773,10,19100017,10,1
1774,10,19100045,10,1
1775,10,19100114,10,1
1776,10,19100178,10,1
1777,10,18100001,20,1
1778,10,18100030,20,1
1779,10,19100024,20,1
1780,10,19100046,20,1
1781,10,19100076,20,1
1782,10,19100009,20,1
1783,10,19100028,20,1
1784,10,19100034,20,1
1785,10,19100093,20,1
1786,10,19100119,20,1
1787,10,17100010,320,1
1788,10,18100043,320,1
1789,10,19100004,320,1
1790,10,19100154,320,1
1791,10,19100170,320,1
1792,10,19100043,320,1
1793,10,19100217,320,1
1794,10,19100102,320,1
1795,10,19100048,320,1
1796,11,11100017,26,1
1797,11,13100007,26,1
1798,11,14100005,26,1
1799,11,16100009,26,1
1800,11,16100014,0,1
1801,11,13100004,26,1
1802,11,15100007,26,1
1803,11,15100008,26,1
1804,11,16100008,26,1
1805,11,17100029,15,1
1806,11,18100063,15,1
1807,11,18100069,15,1
1808,11,18100045,15,1
1809,11,19100063,0,1
1810,11,19100099,15,1
1811,11,19100125,15,1
1812,11,19100087,15,1
1813,11,19100109,15,1
1814,11,19100110,15,1
1815,11,19100141,15,1
1816,11,19100147,15,1
1817,11,19100187,15,1
1818,11,19100218,15,1
1819,11,19100211,15,1
1820,11,19100215,15,1
1821,11,19100132,15,1
1822,11,19100159,15,1
1823,11,19100171,15,1
1824,11,19100190,15,1
1825,11,19100194,15,1
1826,11,19100220,15,1
1827,11,17100010,15,1
1828,11,17100015,15,1
1829,11,17100025,15,1
1830,11,17100012,15,1
1831,11,17100031,15,1
1832,11,17100009,15,1
1833,11,17100033,15,1
1834,11,17100023,15,1
1835,11,17100037,15,1
1836,11,18100036,80,1
1837,11,18100038,80,1
1838,11,18100032,80,1
1839,11,18100039,80,1
1840,11,18100042,80,1
1841,11,18100043,80,1
1842,11,18100021,80,1
1843,11,18100046,0,1
1844,11,18100006,80,1
1845,11,19100025,48,1
1846,11,19100005,48,1
1847,11,19100004,48,1
1848,11,19100018,48,1
1849,11,19100033,48,1
1850,11,19100010,48,1
1851,11,19100091,48,1
1852,11,19100154,48,1
1853,11,19100012,48,1
1854,11,19100008,48,1
1855,11,19100121,55,1
1856,11,19100201,55,1
1857,11,19100204,55,1
1858,11,19100095,55,1
1859,11,19100179,55,1
1860,11,19100122,55,1
1861,11,19100169,55,1
1862,11,19100249,55,1
1863,11,19100101,55,1
1864,11,19100038,55,1
1865,11,19100088,55,1
1866,11,19100155,55,1
1867,11,19100170,55,1
1868,11,11100022,80,1
1869,11,15100005,80,1
1870,11,16100003,80,1
1871,11,17100005,15,1
1872,11,17100017,15,1
1873,11,11100032,15,1
1874,11,17100022,15,1
1875,11,17100034,15,1
1876,11,10100005,15,1
1877,11,18100023,15,1
1878,11,18100073,15,1
1879,11,18100061,15,1
1880,11,19100013,15,1
1881,11,19100007,15,1
1882,11,19100050,15,1
1883,11,19100065,0,1
1884,11,19100131,15,1
1885,11,19100133,15,1
1886,11,19100172,15,1
1887,11,19100176,15,1
1888,11,19100181,15,1
1889,11,19100186,15,1
1890,11,19100188,15,1
1891,11,19100199,15,1
1892,11,19100212,15,1
1893,11,19100207,15,1
1894,11,19100205,15,1
1895,11,19100210,15,1
1896,11,19100206,15,1
1897,11,19100242,15,1
1898,11,19100078,0,1
1899,11,19100108,15,1
1900,11,19100148,15,1
1901,11,19100136,15,1
1902,11,19100214,15,1
1903,11,19100213,15,1
1904,11,17100004,72,1
1905,11,18100010,72,1
1906,11,18100017,72,1
1907,11,18100024,72,1
1908,11,18100027,72,1
1909,11,18100028,72,1
1910,11,18100054,0,1
1911,11,18100011,72,1
1912,11,18100065,72,1
1913,11,18100047,0,1
1914,11,19100036,30,1
1915,11,19100042,30,1
1916,11,19100051,30,1
1917,11,19100019,0,1
1918,11,19100067,30,1
1919,11,19100085,30,1
1920,11,19100089,30,1
1921,11,19100105,30,1
1922,11,19100104,30,1
1923,11,19100106,30,1
1924,11,19100117,30,1
1925,11,19100140,30,1
1926,11,19100144,30,1
1927,11,19100145,30,1
1928,11,19100160,30,1
1929,11,19100197,30,1
1930,11,19100027,65,1
1931,11,19100090,65,1
1932,11,19100098,65,1
1933,11,19100022,65,1
1934,11,19100026,65,1
1935,11,19100077,65,1
1936,11,19100128,65,1
1937,11,19100156,65,1
1938,11,19100166,65,1
1939,11,19100195,65,1
1940,11,19100151,65,1
1941,11,19100092,120,1
1942,11,19100061,0,1
1943,11,19100165,120,1
1944,11,19100206,120,1
1945,11,19100175,120,1
1946,11,19100245,120,1
1947,11,19100180,120,1
1948,11,19100250,120,1
1949,11,19100216,120,1
1950,11,19100238,120,1
1951,11,17100038,96,1
1952,11,18100066,96,1
1953,11,19100058,96,1
1954,11,19100162,96,1
1955,11,19100082,0,1
1956,11,19100130,48,1
1957,11,19100152,48,1
1958,11,19100193,48,1
1959,11,19100212,48,1
1960,11,19100219,48,1
1961,11,19100209,48,1
1962,11,19100248,48,1
1963,11,19100081,0,1
1964,11,19100086,48,1
1965,11,19100244,48,1
1966,11,19100200,48,1
1967,11,19100056,48,1
1968,11,19100182,48,1
1969,11,19100191,48,1
1970,11,19100221,48,1
1971,11,11100006,12,1
1972,11,18100044,12,1
1973,11,19100069,0,1
1974,11,19100208,12,1
1975,11,19100066,0,1
1976,11,19100015,12,1
1977,11,19100096,12,1
1978,11,19100135,12,1
1979,11,19100158,12,1
1980,11,19100116,12,1
1981,11,19100190,12,1
1982,11,19100194,12,1
1983,11,19100220,12,1
1984,11,19100126,12,1
1985,11,19100127,12,1
1986,11,19100163,12,1
1987,11,19100173,12,1
1988,11,19100177,12,1
1989,11,19100235,12,1
1990,11,17100003,60,1
1991,11,17100011,60,1
1992,11,17100021,60,1
1993,11,19100035,60,1
1994,11,18100049,0,1
1995,11,18100003,144,1
1996,11,18100020,144,1
1997,11,18100004,144,1
1998,11,18100067,144,1
1999,11,19100161,32,1
2000,11,19100025,32,1
2001,11,19100002,32,1
2002,11,19100020,32,1
2003,11,19100039,32,1
2004,11,19100055,32,1
2005,11,19100057,32,1
2006,11,19100075,0,1
2007,11,19100029,32,1
2008,11,19100030,32,1
2009,11,19100118,32,1
2010,11,19100139,32,1
2011,11,19100138,32,1
2012,11,19100150,32,1
2013,11,19100153,32,1
2014,11,19100168,40,1
2015,11,19100073,0,1
2016,11,19100121,40,1
2017,11,19100201,40,1
2018,11,19100204,40,1
2019,11,19100031,40,1
2020,11,19100043,40,1
2021,11,19100048,40,1
2022,11,19100052,40,1
2023,11,19100053,40,1
2024,11,19100094,40,1
2025,11,19100102,40,1
2026,11,19100115,40,1
2027,11,19100137,40,1
2028,11,19100149,40,1
2029,11,19100196,40,1
2030,11,19100217,40,1
2031,11,19100203,40,1
2032,11,18100009,16,1
2033,11,18100022,16,1
2034,11,18100041,16,1
2035,11,18100060,16,1
2036,11,19100040,16,1
2037,11,19100120,16,1
2038,11,18100005,10,1
2039,11,18100007,10,1
2040,11,18100026,10,1
2041,11,18100033,10,1
2042,11,18100040,10,1
2043,11,19100001,10,1
2044,11,19100017,10,1
2045,11,19100045,10,1
2046,11,19100114,10,1
2047,11,19100178,10,1
2048,11,18100001,20,1
2049,11,18100030,20,1
2050,11,19100024,20,1
2051,11,19100046,20,1
2052,11,19100076,20,1
2053,11,19100009,20,1
2054,11,19100028,20,1
2055,11,19100034,20,1
2056,11,19100093,20,1
2057,11,19100119,20,1
2058,11,19100098,292,1
2059,11,19100166,292,1
2060,11,19100077,292,1
2061,11,19100039,292,1
2062,11,19100139,292,1
2063,11,19100149,292,1
2064,12,11100017,26,1
2065,12,13100007,26,1
2066,12,14100005,26,1
2067,12,16100009,26,1
2068,12,16100014,0,1
2069,12,13100004,26,1
2070,12,15100007,26,1
2071,12,15100008,26,1
2072,12,16100008,26,1
2073,12,17100029,15,1
2074,12,18100063,15,1
2075,12,18100069,15,1
2076,12,18100045,15,1
2077,12,19100063,0,1
2078,12,19100099,15,1
2079,12,19100125,15,1
2080,12,19100087,15,1
2081,12,19100109,15,1
2082,12,19100110,15,1
2083,12,19100141,15,1
2084,12,19100147,15,1
2085,12,19100187,15,1
2086,12,19100218,15,1
2087,12,19100211,15,1
2088,12,19100215,15,1
2089,12,19100132,15,1
2090,12,19100159,15,1
2091,12,19100171,15,1
2092,12,19100190,15,1
2093,12,19100194,15,1
2094,12,19100220,15,1
2095,12,17100010,15,1
2096,12,17100015,15,1
2097,12,17100025,15,1
2098,12,17100012,15,1
2099,12,17100031,15,1
2100,12,17100009,15,1
2101,12,17100033,15,1
2102,12,17100023,15,1
2103,12,17100037,15,1
2104,12,18100036,80,1
2105,12,18100038,80,1
2106,12,18100032,80,1
2107,12,18100039,80,1
2108,12,18100042,80,1
2109,12,18100043,80,1
2110,12,18100021,80,1
2111,12,18100046,0,1
2112,12,18100006,80,1
2113,12,19100025,48,1
2114,12,19100005,48,1
2115,12,19100004,48,1
2116,12,19100018,48,1
2117,12,19100033,48,1
2118,12,19100010,48,1
2119,12,19100091,48,1
2120,12,19100154,48,1
2121,12,19100012,48,1
2122,12,19100008,48,1
2123,12,19100121,55,1
2124,12,19100201,55,1
2125,12,19100204,55,1
2126,12,19100095,55,1
2127,12,19100179,55,1
2128,12,19100122,55,1
2129,12,19100169,55,1
2130,12,19100249,55,1
2131,12,19100101,55,1
2132,12,19100038,55,1
2133,12,19100088,55,1
2134,12,19100155,55,1
2135,12,19100170,55,1
2136,12,11100022,80,1
2137,12,15100005,80,1
2138,12,16100003,80,1
2139,12,17100005,15,1
2140,12,17100017,15,1
2141,12,11100032,15,1
2142,12,17100022,15,1
2143,12,17100034,15,1
2144,12,10100005,15,1
2145,12,18100023,15,1
2146,12,18100073,15,1
2147,12,18100061,15,1
2148,12,19100013,15,1
2149,12,19100007,15,1
2150,12,19100050,15,1
2151,12,19100065,0,1
2152,12,19100131,15,1
2153,12,19100133,15,1
2154,12,19100172,15,1
2155,12,19100176,15,1
2156,12,19100181,15,1
2157,12,19100186,15,1
2158,12,19100188,15,1
2159,12,19100199,15,1
2160,12,19100212,15,1
2161,12,19100207,15,1
2162,12,19100205,15,1
2163,12,19100210,15,1
2164,12,19100206,15,1
2165,12,19100242,15,1
2166,12,19100078,0,1
2167,12,19100108,15,1
2168,12,19100148,15,1
2169,12,19100136,15,1
2170,12,19100214,15,1
2171,12,19100213,15,1
2172,12,17100004,72,1
2173,12,18100010,72,1
2174,12,18100017,72,1
2175,12,18100024,72,1
2176,12,18100027,72,1
2177,12,18100028,72,1
2178,12,18100054,0,1
2179,12,18100011,72,1
2180,12,18100065,72,1
2181,12,18100047,0,1
2182,12,19100036,30,1
2183,12,19100042,30,1
2184,12,19100051,30,1
2185,12,19100019,0,1
2186,12,19100067,30,1
2187,12,19100085,30,1
2188,12,19100089,30,1
2189,12,19100105,30,1
2190,12,19100104,30,1
2191,12,19100106,30,1
2192,12,19100117,30,1
2193,12,19100140,30,1
2194,12,19100144,30,1
2195,12,19100145,30,1
2196,12,19100160,30,1
