ID,怪物组名,怪物构成,战斗力,英雄技能,先攻等级,防御等级,闪避等级,王者等级,备注
1000910,rwby,19000203|19000204|19000205|19000206,34200000,4000285,,,,600,复制
1000911,哥特萝莉,19000203,32000000,4000285,1000,400,,200,复制
1000912,冰雪女王,19000204,32500000,4000285,600,600,,200,复制
1000913,小猫,19000205,33000000,4000285,,600,,600,复制
1000914,阳姐,19000206,33600000,4000285,,800,800,,复制
1000915,rwby,19000203|19000204|19000205|19000206,34200000,4000285,300,300,300,800,复制
1000916,九尾妖狐,19000121,34500000,,,,,,
1000917,行星议长,19000189,35000000,,,,,,
1000918,甩葱少女,19000039,35500000,,,,,,
1000919,果皇,19000212,36100000,,,,,,
1000920,万年小学生,18000035,36700000,,,,,,
1000921,九尾妖狐,19000121,34500000,4000286|4000289|4000287|4000288,300,,50,20,第一回封印暴击，而后回复+纯粹输出
1000922,行星议长,19000189,35000000,4000286|4000289|4000287|4000288,400,,100,40,第一回封印暴击，而后回复+纯粹输出
1000923,甩葱少女,19000039,35500000,4000286|4000289|4000287|4000288,500,,150,60,第一回封印暴击，而后回复+纯粹输出
1000924,果皇,19000212,36100000,4000286|4000289|4000287|4000288,600,,200,80,第一回封印暴击，而后回复+纯粹输出
1000925,万年小学生,18000035,36700000,4000286|4000289|4000287|4000288,700,,250,100,第一回封印暴击，而后回复+纯粹输出
1000926,九尾妖狐,19000121,34500000,4000286|4000289|4000287|4000288,800,,300,120,第一回封印暴击，而后回复+纯粹输出
1000927,行星议长,19000189,35000000,4000286|4000289|4000287|4000288,900,,350,140,第一回封印暴击，而后回复+纯粹输出
1000928,甩葱少女,19000039,35500000,4000286|4000289|4000287|4000288,1000,,400,160,第一回封印暴击，而后回复+纯粹输出
1000929,果皇,19000212,36100000,4000286|4000289|4000287|4000288,1100,,450,180,第一回封印暴击，而后回复+纯粹输出
1000930,万年小学生,18000035,36700000,4000286|4000289|4000287|4000288,1200,,500,200,第一回封印暴击，而后回复+纯粹输出
1000931,圣女贞德,19000010,37000000,,,,,,
1000932,颜艺凛,19000217,37500000,,,,,,
1000933,吉尔加美蛇,19000002,38000000,,,,,,
1000934,幼年金闪闪,19000193,38700000,,,,,,
1000935,圣杯少女,19000194,39500000,,,,,,
1000936,圣女贞德,19000010,400000000,4000290|4000291,,25,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000937,颜艺凛,19000217,400000000,4000290|4000291,,50,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000938,吉尔加美蛇,19000002,400000000,4000290|4000291,,75,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000939,幼年金闪闪,19000193,400000000,4000290|4000291,,100,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000940,圣杯少女,19000194,400000000,4000290|4000291,,150,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000941,圣女贞德,19000010,400000000,4000290|4000291,,200,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000942,颜艺凛,19000217,400000000,4000290|4000291,,250,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000943,吉尔加美蛇,19000002,400000000,4000290|4000291,,300,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000944,幼年金闪闪,19000193,400000000,4000290|4000291,,350,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000945,圣杯少女,19000194,400000000,4000290|4000291,,400,,100,2，3回合内，敌方血量高于250%，必死，其余时候如果上回合被命中，10%的纯粹伤害
1000946,喜鹊,18000059,40000000,,,,,,
1000947,迟钝奶牛,12000005,40500000,,,,,,
1000948,牛郎,19000085,41000000,,,,,,
1000949,织女,19000086,41700000,,,,,,
1000950,西王母,19000178,42500000,,,,,,
1000951,喜鹊,18000059,40000000,4000292|4000293,100,100,,50,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000952,迟钝奶牛,12000005,40500000,4000292|4000293,90,150,,75,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000953,牛郎,19000085,41000000,4000292|4000293,80,200,,100,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000954,织女,19000086,41700000,4000292|4000293,70,250,,125,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000955,西王母,19000178,42500000,4000292|4000293,60,300,,150,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000956,喜鹊,18000059,40000000,4000292|4000293,50,350,,200,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000957,迟钝奶牛,12000005,40500000,4000292|4000293,40,400,,250,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000958,牛郎,19000085,41000000,4000292|4000293,30,450,,300,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000959,织女,19000086,41700000,4000292|4000293,20,500,,350,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000960,西王母,19000178,42500000,4000292|4000293,10,550,,400,怪物血量低于初始总血量100%，回合数低于5时施放必杀，除此之外，回复怪物初始总血量30%的血量
1000961,法国队,19000160,43000000,,,,,,
1000962,德国队,19000161,43500000,,,,,,
1000963,西班牙队,19000162,44000000,,,,,,
1000964,CR7,19000166,44700000,,,,,,
1000965,齐祖,19000167,45500000,,,,,,
1000966,法国队,19000160,43000000,4000294|4000295,600,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量2500%伤害。
1000967,德国队,19000161,43500000,4000294|4000296,700,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量2600%伤害。
1000968,西班牙队,19000162,44000000,4000294|4000297,800,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量2700%伤害。
1000969,CR7,19000166,44700000,4000294|4000298,900,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量2850%伤害。
1000970,齐祖,19000167,45500000,4000294|4000299,1000,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量3000%伤害。
1000971,法国队,19000160,43000000,4000294|4000300,1100,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量3200%伤害。
1000972,德国队,19000161,43500000,4000294|4000301,1200,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量3400%伤害。
1000973,西班牙队,19000162,44000000,4000294|4000302,1300,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量3600%伤害。
1000974,CR7,19000166,44700000,4000294|4000303,1400,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量3800%伤害。
1000975,齐祖,19000167,45500000,4000294|4000304,1500,,,,玩家初始总血量-100%的伤害（即给玩家加上初始总血量100%的血），带削弱（玩家下次攻击伤害为1），上述技能施放10次后，施放一次玩家初始总血量4000%伤害。
1000976,初代萌王,19000190,46500000,,,,,,
1000977,白色魔炮,19000159,47200000,,,,,,
1000978,馒头卡,19000062,48000000,,,,,,
1000979,圣杯少女,19000194,48700000,,,,,,
1000980,魔法少女组合,19000190|19000159|19000062|19000194,49500000,,,,,,
1000981,初代萌王,19000190,46500000,4000305|4000315,600,,,,带虚弱的必中技能，造成玩家当前血量210%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000982,白色魔炮,19000159,47200000,4000306|4000315,700,,,,带虚弱的必中技能，造成玩家当前血量220%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000983,馒头卡,19000062,48000000,4000307|4000315,800,,,,带虚弱的必中技能，造成玩家当前血量230%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000984,圣杯少女,19000194,48700000,4000308|4000315,900,,,,带虚弱的必中技能，造成玩家当前血量240%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000985,魔法少女组合,19000190|19000159|19000062|19000194,49500000,4000309|4000315,1000,,,,带虚弱的必中技能，造成玩家当前血量250%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000986,初代萌王,19000190,46500000,4000310|4000315,1100,,,,带虚弱的必中技能，造成玩家当前血量280%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000987,白色魔炮,19000159,47200000,4000311|4000315,1200,,,,带虚弱的必中技能，造成玩家当前血量310%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000988,馒头卡,19000062,48000000,4000312|4000315,1300,,,,带虚弱的必中技能，造成玩家当前血量340%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000989,圣杯少女,19000194,48700000,4000313|4000315,1400,,,,带虚弱的必中技能，造成玩家当前血量370%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000990,魔法少女组合,19000190|19000159|19000062|19000194,49500000,4000314|4000315,1500,,,,带虚弱的必中技能，造成玩家当前血量400%伤害，持续10回合，之后造成玩家初始总血量100%的伤害
1000991,四魂巫女,19000168,50000000,,,,,,
1000992,铃彦姬,19000218,50700000,,,,,,
1000993,发鬼,19000221,51500000,,,,,,
1000994,大·天狗,19000229,52200000,,,,,,
1000995,四魂巫女,19000168,53000000,,,,,,
1000996,四魂巫女,19000168,50000000,4000316|4000317,,50,50,50,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1000997,铃彦姬,19000218,50700000,4000316|4000317,,100,100,100,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1000998,发鬼,19000221,51500000,4000316|4000317,,150,150,150,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1000999,大·天狗,19000229,52200000,4000316|4000317,,200,200,200,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1001000,四魂巫女,19000168,53000000,4000316|4000317,,250,250,250,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量20%的技能
1001001,四魂巫女,19000168,50000000,4000316|4000318,,300,300,300,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1001002,铃彦姬,19000218,50700000,4000316|4000318,,350,350,350,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1001003,发鬼,19000221,51500000,4000316|4000318,,400,400,400,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1001004,大·天狗,19000229,52200000,4000316|4000318,,450,450,450,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1001005,四魂巫女,19000168,53000000,4000316|4000318,,500,500,500,如果怪物血量超过初始总血量100%，使用必杀，如果未超过，怪物使用回复怪物初始总血量30%的技能
1001006,范海辛,17000005,53500000,,,,,,
1001007,真范海辛,19000200,54200000,,,,,,
1001008,狼人,19000202,55000000,,,,,,
1001009,吸血鬼,19000201,55700000,,,,,,
1001010,真范海辛,19000200,56500000,,,,,,
1001011,范海辛,17000005,55000000,4000319,,900,,,回合数大于5时必杀
1001012,真范海辛,19000200,82500000,4000319,,900,,,回合数大于5时必杀
1001013,狼人,19000202,110000000,4000319,,900,,,回合数大于5时必杀
1001014,吸血鬼,19000201,137500000,4000319,,900,,,回合数大于5时必杀
1001015,真范海辛,19000200,165000000,4000319,,900,,,回合数大于5时必杀
1001016,范海辛,17000005,192500000,4000319,,900,,,回合数大于5时必杀
1001017,真范海辛,19000200,220000000,4000319,,900,,,回合数大于5时必杀
1001018,狼人,19000202,247500000,4000319,,900,,,回合数大于5时必杀
1001019,吸血鬼,19000201,275000000,4000319,,900,,,回合数大于5时必杀
1001020,真范海辛,19000200,302500000,4000319,,900,,,回合数大于5时必杀
1001021,岭上使,19000175,57000000,,,,,,
1001022,猫王子,19000181,57700000,,,,,,
1001023,SAI,19000187,58500000,,,,,,
1001024,小巨人,19000176,59500000,,,,,,
1001025,大魔王,19000177,61000000,,,,,,
1001026,岭上使,19000175,57000000,4000136|4000137,50,50,50,50,前10回合按玩家总血量回复，10回合后施放复制技能
1001027,猫王子,19000181,57700000,4000136|4000137,100,100,100,100,前10回合按玩家总血量回复，10回合后施放复制技能
1001028,SAI,19000187,58500000,4000136|4000137,150,150,150,150,前10回合按玩家总血量回复，10回合后施放复制技能
1001029,小巨人,19000176,59500000,4000136|4000137,200,200,200,200,前10回合按玩家总血量回复，10回合后施放复制技能
1001030,大魔王,19000177,61000000,4000136|4000137,250,250,250,250,前10回合按玩家总血量回复，10回合后施放复制技能
1001031,岭上使,19000175,57000000,4000136|4000137,300,300,300,300,前10回合按玩家总血量回复，10回合后施放复制技能
1001032,猫王子,19000181,57700000,4000136|4000137,350,350,350,350,前10回合按玩家总血量回复，10回合后施放复制技能
1001033,SAI,19000187,58500000,4000136|4000137,400,400,400,400,前10回合按玩家总血量回复，10回合后施放复制技能
1001034,小巨人,19000176,59500000,4000136|4000137,450,450,450,450,前10回合按玩家总血量回复，10回合后施放复制技能
1001035,大魔王,19000177,61000000,4000136|4000137,500,500,500,500,前10回合按玩家总血量回复，10回合后施放复制技能
1001036,道哥偷懒中,18000065,9900000,5000001|5000004|5000007,202,202,202,202,
1001037,道哥偷懒中,18000068,9950000,5000001|5000004|5000007,203,203,203,203,
1001038,道哥偷懒中,19000091,10025000,5000001|5000004|5000007,204,204,204,204,
1001039,道哥偷懒中,19000093|19000091|18000068|18000065,10150000,5000001|5000004|5000007,204,204,204,204,
1001040,道哥偷懒中,19000102,10400000,5000001|5000004|5000007,206,206,206,206,
1001041,道哥偷懒中,18000065,9900000,5000002|5000005|5000008,303,303,303,303,
1001042,道哥偷懒中,18000068,9950000,5000002|5000005|5000008,304,304,304,304,
1001043,道哥偷懒中,19000091,10025000,5000002|5000005|5000008,305,305,305,305,
1001044,道哥偷懒中,19000093|19000091|18000068|18000065,10150000,5000002|5000005|5000008,307,307,307,307,
1001045,道哥偷懒中,19000102,10400000,5000002|5000005|5000008,310,310,310,310,
1001046,道哥偷懒中,18000065,9900000,5000003|5000006|5000009,505,505,505,505,
1001047,道哥偷懒中,18000068,9950000,5000003|5000006|5000009,506,506,506,506,
1001048,道哥偷懒中,19000091,10025000,5000003|5000006|5000009,509,509,509,509,
1001049,道哥偷懒中,19000093|19000091|18000068|18000065,10150000,5000003|5000006|5000009,511,511,511,511,
1001050,道哥偷懒中,19000102,10400000,5000003|5000006|5000009,516,516,516,516,
1001051,两仪shiki,19000044,100000000,3000037,999,999,999,0,
9000001,魔铁杂兵lv1,20000002,4500,1200035,5,5,0,,
9000002,魔铁杂兵lv2,20000002,5500,1200035,5,5,0,,
9000003,魔铁杂兵lv3,20000002,6500,1200035,5,5,0,,
9000004,魔铁杂兵lv4,20000002,7500,1200035,5,5,0,,
9000005,魔铁杂兵lv5,20000002,8500,1200035,5,10,0,,
9000006,魔铁杂兵lv6,20000002,10500,1200035,5,10,0,,
9000007,魔铁杂兵lv7,20000002,12500,1200035,5,10,0,,
9000008,魔铁杂兵lv8,20000002,14500,1200035,5,10,0,,
9000009,魔铁杂兵lv9,20000002,16500,1200035,5,10,0,,
9000010,魔铁杂兵lv10,20000002,18500,1200035,8,15,0,,
9000011,魔铁杂兵lv11,20000002,21500,1200035,8,15,0,,
9000012,魔铁杂兵lv12,20000002,24500,1200035,8,15,0,,
9000013,魔铁杂兵lv13,20000002,27500,1200035,8,15,0,,
9000014,魔铁杂兵lv14,20000002,30500,1200035,8,15,0,,
9000015,魔铁杂兵lv15,20000002,33500,1200035,8,20,5,,
9000016,魔铁杂兵lv16,20000002,37500,1200035,8,20,5,,
9000017,魔铁杂兵lv17,20000002,41500,1200035,8,20,5,,
9000018,魔铁杂兵lv18,20000002,45500,1200035,8,20,5,,
9000019,魔铁杂兵lv19,20000002,49500,1200035,8,20,10,,
9000020,魔铁杂兵lv20,20000002,53500,1200035,8,25,10,,
9000021,魔铁杂兵lv21,20000002,57500,1200035,8,25,10,,
9000022,魔铁杂兵lv22,20000002,67000,1200035,8,25,10,,
9000023,魔铁杂兵lv23,20000002,78000,1200035,8,25,10,,
9000024,魔铁杂兵lv24,20000002,89000,1200035,8,25,15,,
9000025,魔铁杂兵lv25,20000002,100000,1200035,10,30,15,,
9000026,魔铁杂兵lv26,20000002,130000,1200035,10,30,15,,
9000027,魔铁杂兵lv27,20000002,160000,1200035,10,30,15,,
9000028,魔铁杂兵lv28,20000002,190000,1200035,10,30,15,,
9000029,魔铁杂兵lv29,20000002,220000,1200035,10,30,20,,
9000030,魔铁杂兵lv30,20000002,250000,1200035,10,35,20,,
9000031,魔铁杂兵lv31,20000002,280000,1200035,10,35,20,,
9000032,魔铁杂兵lv32,20000002,310000,1200035,10,35,20,,
9000033,魔铁杂兵lv33,20000002,340000,1200035,10,35,20,,
9000034,魔铁杂兵lv34,20000002,370000,1200035,10,35,25,,
9000035,魔铁杂兵lv35,20000002,400000,1200035,10,40,25,,
9000036,魔铁杂兵lv36,20000002,430000,1200035,10,40,25,,
9000037,魔铁杂兵lv37,20000002,460000,1200035,10,40,25,,
9000038,魔铁杂兵lv38,20000002,490000,1200035,10,40,25,,
9000039,魔铁杂兵lv39,20000002,520000,1200035,10,40,30,,
9000040,魔铁杂兵lv40,20000002,550000,1200035,10,45,30,,
9000041,魔铁杂兵lv41,20000002,580000,1200035,10,45,30,,
9000042,魔铁杂兵lv42,20000002,610000,1200035,10,45,30,,
9000043,魔铁杂兵lv43,20000002,640000,1200035,10,45,30,,
9000044,魔铁杂兵lv44,20000002,670000,1200035,10,45,35,,
9000045,魔铁杂兵lv45,20000002,700000,1200035,10,50,35,,
9000046,魔铁杂兵lv46,20000002,730000,1200035,10,50,35,,
9000047,魔铁杂兵lv47,20000002,760000,1200035,10,50,35,,
9000048,魔铁杂兵lv48,20000002,790000,1200035,10,50,35,,
9000049,魔铁杂兵lv49,20000002,820000,1200035,10,50,40,,
9000050,魔铁杂兵lv50,20000002|20000002,850000,1200035|1100014|1100014,10,55,40,,
9000051,魔铁杂兵lv51,20000002|20000002,880000,1200035|1100014|1100014,10,55,40,,
9000052,魔铁杂兵lv52,20000002|20000002,910000,1200035|1100014|1100014,10,55,40,,
9000053,魔铁杂兵lv53,20000002|20000002,940000,1200035|1100014|1100014,10,55,40,,
9000054,魔铁杂兵lv54,20000002|20000002,970000,1200035|1100014|1100014,10,55,45,,
9000055,魔铁杂兵lv55,20000002|20000002,1000000,1200035|1100014|1100014,10,60,45,,
9000056,魔铁杂兵lv56,20000002|20000002,1030000,1200035|1100014|1100014,10,57,45,,
9000057,魔铁杂兵lv57,20000002|20000002,1060000,1200035|1100014|1100014,10,58,45,,
9000058,魔铁杂兵lv58,20000002|20000002,1090000,1200035|1100014|1100014,10,59,45,,
9000059,魔铁杂兵lv59,20000002|20000002,1120000,1200035|1100014|1100014,10,60,50,,
9000060,魔铁杂兵lv60,20000002|20000002,1150000,1200035|1100014|1100014,10,60,50,,
9000061,魔铁杂兵lv61,20000002|20000002,1180000,1200035|1100014|1100014,10,60,50,,
9000062,魔铁杂兵lv62,20000002|20000002,1210000,1200035|1100014|1100014,10,60,50,,
9000063,魔铁杂兵lv63,20000002|20000002,1240000,1200035|1100014|1100014,10,60,50,,
9000064,魔铁杂兵lv64,20000002|20000002,1270000,1200035|1100014|1100014,10,60,55,,
9000065,魔铁杂兵lv65,20000002|20000002,1300000,1200035|1100014|1100014,10,60,55,,
9000066,魔铁杂兵lv66,20000002|20000002,1330000,1200035|1100014|1100014,10,60,55,,
9000067,魔铁杂兵lv67,20000002|20000002,1360000,1200035|1100014|1100014,10,60,55,,
9000068,魔铁杂兵lv68,20000002|20000002,1390000,1200035|1100014|1100014,10,60,55,,
9000069,魔铁杂兵lv69,20000002|20000002,1420000,1200035|1100014|1100014,10,70,60,,
9000070,魔铁杂兵lv70,20000002|20000002,1450000,1200035|1100014|1100014,10,70,57,,
9000071,魔铁杂兵lv71,20000002|20000002,1480000,1200035|1100014|1100014,10,70,58,,
9000072,魔铁杂兵lv72,20000002|20000002,1510000,1200035|1100014|1100014,10,70,59,,
9000073,魔铁杂兵lv73,20000002|20000002,1540000,1200035|1100014|1100014,10,70,60,,
9000074,魔铁杂兵lv74,20000002|20000002,1570000,1200035|1100014|1100014,10,70,60,,
9000075,魔铁杂兵lv75,20000002|20000002,1600000,1200035|1100014|1100014,10,70,60,,
9000076,魔铁杂兵lv76,20000002|20000002,1630000,1200035|1100014|1100014,10,70,60,,
9000077,魔铁杂兵lv77,20000002|20000002,1660000,1200035|1100014|1100014,5,70,60,,
9000078,魔铁杂兵lv78,20000002|20000002,1690000,1200035|1100014|1100014,5,70,60,,
9000079,魔铁杂兵lv79,20000002|20000002,1720000,1200035|1100014|1100014,5,80,60,,
9000080,魔铁杂兵lv80,20000002|20000002,1750000,1200035|1100014|1100014,5,80,60,,
9000081,魔铁杂兵lv81,20000002|20000002,1780000,1200035|1100014|1100014,5,80,60,,
9000082,魔铁杂兵lv82,20000002|20000002,1810000,1200035|1100014|1100014,5,80,60,,
9000083,魔铁杂兵lv83,20000002|20000002,1840000,1200035|1100014|1100014,5,80,70,,
9000084,魔铁杂兵lv84,20000002|20000002,1870000,1200035|1100014|1100014,5,80,70,,
9000085,魔铁杂兵lv85,20000002|20000002,1900000,1200035|1100014|1100014,5,80,70,,
9000086,魔铁杂兵lv86,20000002|20000002,1930000,1200035|1100014|1100014,0,80,70,,
9000087,魔铁杂兵lv87,20000002|20000002,1960000,1200035|1100014|1100014,0,80,70,,
9000088,魔铁杂兵lv88,20000002|20000002,1990000,1200035|1100014|1100014,0,80,70,,
9000089,魔铁杂兵lv89,20000002|20000002,2020000,1200035|1100014|1100014,0,90,70,,
9000090,魔铁杂兵lv90,20000002|20000002,2050000,1200035|1100014|1100014,0,90,70,,
9000091,魔铁杂兵lv91,20000002|20000002,2080000,1200035|1100014|1100014,0,90,70,,
9000092,魔铁杂兵lv92,20000002|20000002,2110000,1200035|1100014|1100014,0,90,70,,
9000093,魔铁杂兵lv93,20000002|20000002,2140000,1200035|1100014|1100014,0,90,80,,
9000094,魔铁杂兵lv94,20000002|20000002,2170000,1200035|1100014|1100014,0,90,80,,
9000095,魔铁杂兵lv95,20000002|20000002,2200000,1200035|1100014|1100014,0,90,80,,
9000096,魔铁杂兵lv96,20000002|20000002,2230000,1200035|1100014|1100014,0,90,80,,
9000097,魔铁杂兵lv97,20000002|20000002,2300000,1200035|1100014|1100014,0,90,80,,
9000098,魔铁杂兵lv98,20000002|20000002,2370000,1200035|1100014|1100014,0,90,80,,
9000099,魔铁杂兵lv99,20000002|20000002,2440000,1200035|1100014|1100014,0,100,80,,
9000100,魔铁杂兵lv100,20000002|20000002,2550000,1200035|1100014|1100014|2100005,0,110,80,,
9000101,魔铁杂兵lv101,20000002|20000002,2620000,1200035|1100014|1100014|2100005,0,110,80,,
9000102,魔铁杂兵lv102,20000002|20000002,2702000,1200035|1100014|1100014|2100005,0,110,80,,
9000103,魔铁杂兵lv103,20000002|20000002,2784000,1200035|1100014|1100014|2100005,0,110,80,,
9000104,魔铁杂兵lv104,20000002|20000002,2866000,1200035|1100014|1100014|2100005,0,110,80,,
9000105,魔铁杂兵lv105,20000002|20000002,2948000,1200035|1100014|1100014|2100005,0,110,100,,
9000106,魔铁杂兵lv106,20000002|20000002,3030000,1200035|1100014|1100014|2100005,0,110,100,,
9000107,魔铁杂兵lv107,20000002|20000002,3112000,1200035|1100014|1100014|2100005,0,110,100,,
9000108,魔铁杂兵lv108,20000002|20000002,3194000,1200035|1100014|1100014|2100005,0,110,100,,
9000109,魔铁杂兵lv109,20000002|20000002,3276000,1200035|1100014|1100014|2100005,0,110,100,,
9000110,魔铁杂兵lv110,20000002|20000002,3358000,1200035|1100014|1100014|2100005,0,110,100,,
9000111,魔铁杂兵lv111,20000002|20000002,3440000,1200035|1100014|1100014|2100005,0,120,100,,
9000112,魔铁杂兵lv112,20000002|20000002,3522000,1200035|1100014|1100014|2100005,0,120,100,,
9000113,魔铁杂兵lv113,20000002|20000002,3604000,1200035|1100014|1100014|2100005,0,120,100,,
9000114,魔铁杂兵lv114,20000002|20000002,3686000,1200035|1100014|1100014|2100005,0,120,100,,
9000115,魔铁杂兵lv115,20000002|20000002,3768000,1200035|1100014|1100014|2100005,0,120,120,,
9000116,魔铁杂兵lv116,20000002|20000002,3850000,1200035|1100014|1100014|2100005,0,120,120,,
9000117,魔铁杂兵lv117,20000002|20000002,3932000,1200035|1100014|1100014|2100005,0,120,120,,
9000118,魔铁杂兵lv118,20000002|20000002,4014000,1200035|1100014|1100014|2100005,0,120,120,,
9000119,魔铁杂兵lv119,20000002|20000002,4096000,1200035|1100014|1100014|2100005,0,120,120,,
9000120,魔铁杂兵lv120,20000002|20000002,4178000,1200035|1100014|1100014|2100005,0,120,120,,
9000121,魔铁杂兵lv121,20000002|20000002,4260000,1200035|1100014|1100014|2100005,0,120,120,,
9000122,魔铁杂兵lv122,20000002|20000002,4342000,1200035|1100014|1100014|2100005,0,130,120,,
9000123,魔铁杂兵lv123,20000002|20000002,4424000,1200035|1100014|1100014|2100005,0,130,120,,
9000124,魔铁杂兵lv124,20000002|20000002,4506000,1200035|1100014|1100014|2100005,0,130,120,,
9000125,魔铁杂兵lv125,20000002|20000002,4588000,1200035|1100014|1100014|2100005,0,130,120,,
9000126,魔铁杂兵lv126,20000002|20000002,4670000,1200035|1100014|1100014|2100005,0,130,120,,
9000127,魔铁杂兵lv127,20000002|20000002,4752000,1200035|1100014|1100014|2100005,0,130,120,,
9000128,魔铁杂兵lv128,20000002|20000002,4834000,1200035|1100014|1100014|2100005,0,130,120,,
9000129,魔铁杂兵lv129,20000002|20000002,4916000,1200035|1100014|1100014|2100005,0,130,120,,
9000130,魔铁杂兵lv130,20000002|20000002,4998000,1200035|1100014|1100014|2100005,0,130,120,,
9000131,魔铁杂兵lv131,20000002|20000002,5080000,1200035|1100014|1100014|2100005,0,130,120,,
9000132,魔铁杂兵lv132,20000002|20000002,5162000,1200035|1100014|1100014|2100005,0,130,120,,
9000133,魔铁杂兵lv133,20000002|20000002,5244000,1200035|1100014|1100014|2100005,0,130,120,,
9000134,魔铁杂兵lv134,20000002|20000002,5326000,1200035|1100014|1100014|2100005,0,140,120,,
9000135,魔铁杂兵lv135,20000002|20000002,5408000,1200035|1100014|1100014|2100005,0,140,120,,
9000136,魔铁杂兵lv136,20000002|20000002,5490000,1200035|1100014|1100014|2100005,0,140,120,,
9000137,魔铁杂兵lv137,20000002|20000002,5572000,1200035|1100014|1100014|2100005,0,140,120,,
