ID,英雄名,碎片消耗,消耗契约石,1强所需灵魂石1,1强所需灵魂石数量1,1强所需灵魂石2,1强所需灵魂石数量2,1强所需灵魂石3,1强所需灵魂石数量3,1强先攻加成,1强防御加成,1强闪避加成,1强王者加成,契约等级,消耗魂骨,消耗魂骨2
19000147,小绿帽,5000,3,,,,,,,0,0,4,3,2,50|6,49|20
19000148,执行者XIII,5000,3,,,,,,,0,0,4,3,2,50|6,49|20
19000149,雷姐,5000,3,,,,,,,0,4,0,3,2,50|6,49|20
19000150,地狱怪客,2500,3,,,,,,,2,0,2,1,2,49|12,48|30
19000151,墨镜娘,5000,3,,,,,,,0,4,0,3,2,50|6,49|20
19000152,火焰女孩,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
19000153,猫头鹰探长,2500,3,,,,,,,2,0,2,1,2,49|12,48|30
19000154,星际骑士,2500,3,,,,,,,2,0,2,1,2,49|12,48|30
19000155,不死斗士,5000,3,,,,,,,0,0,4,3,2,50|6,49|20
19000156,水手服美少女,5000,3,,,,,,,0,4,0,3,2,50|6,49|20
19000157,小豆丁,5000,3,,,,,,,0,0,0,6,2,50|6,49|20
19000158,黑衣剑客,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
19000159,暴君,5000,3,,,,,,,0,0,4,3,2,50|6,49|20
19000160,法国队,2500,3,,,,,,,4,0,0,1,2,49|12,48|30
19000161,德国队,2500,3,,,,,,,0,4,0,1,2,49|12,48|30
19000162,西班牙队,2500,3,,,,,,,2,0,2,1,2,49|12,48|30
19000163,齐格飞,5000,3,,,,,,,0,0,0,4,2,50|6,49|20
19000164,三无少女,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
19000165,干爹,2500,3,,,,,,,4,0,0,1,2,49|12,48|30
19000166,CR7,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
19000167,齐祖,5000,3,,,,,,,0,0,4,3,2,50|6,49|20
19000173,尼禄,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
19000174,天使和,2500,3,,,,,,,0,4,0,1,2,49|12,48|30
19000176,小巨人,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
19000179,机车少女,5000,3,,,,,,,0,2,2,3,2,50|6,49|20
19000180,爱酱,5000,3,,,,,,,0,2,2,3,2,50|6,49|20
19000181,猫王子,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
19000182,冰山部长,5000,3,,,,,,,0,4,0,3,2,50|6,49|20
19000183,阿力,2500,3,,,,,,,2,2,0,1,2,49|12,48|30
19000184,热血男儿,5000,3,,,,,,,0,4,0,3,2,50|6,49|20
22000001,魔化吕布,5000,3,,,,,,,4,0,2,3,2,50|6,49|20
22000002,贝尔菲高尔,5000,3,,,,,,,0,4,2,3,2,50|6,49|20
22000003,哈迪斯,5000,3,,,,,,,6,0,0,5,2,50|6,49|20
22000004,金身泰坦,5000,3,,,,,,,12,0,2,5,2,50|6,49|20
22000011,大力士马克,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
23000001,小型元宵汤圆,50,3,,,,,,,2,0,2,1,0,45|36,0
23000002,中型元宵汤圆,100,3,,,,,,,4,0,0,1,0,46|30,45|60
23000003,大型元宵汤圆,300,3,,,,,,,4,2,0,1,0,47|24,46|50
23000004,超级元宵汤圆,600,3,,,,,,,0,0,4,0,0,48|18,47|40
23000005,元宵王,2500,3,,,,,,,0,4,0,2,0,49|12,48|30
24000013,猴年年兽,5000,3,,,,,,,0,0,4,3,2,50|6,49|20
25000001,圣诞老人X,2500,3,,,,,,,2,2,0,1,2,49|12,48|30
25000002,圣诞驯鹿X,2500,3,,,,,,,0,2,2,1,2,49|12,48|30
25000003,圣诞杂耍者X,2500,3,,,,,,,2,0,2,1,2,49|12,48|30
25000004,真.圣诞老人,5000,3,,,,,,,0,4,0,3,2,50|6,49|20
25000005,小雪球,5000,3,,,,,,,4,0,0,3,2,50|6,49|20
25000006,真.圣诞驯鹿,5000,3,,,,,,,0,4,0,3,2,50|6,49|20
55000003,首席客服,2500,3,,,,,,,2,0,2,1,2,49|12,48|30
55000004,时尚侠,5000,3,,,,,,,0,0,4,3,2,50|6,49|20
55000005,吓成E团,50,3,,,,,,,0,0,0,4,0,45|36,0
